"","appl_no","approval_date1","appl_type","doc_type1","ingredient","df_new","trade_name","productmktstatus","applicant","reviewpriority1","combination_totalnumber","approval_year","generics_presence"
"327","NDA214662",2021-09-29,1,7,"MARALIXIBAT CHLORIDE","SOLUTION;ORAL","LIVMARLI",1,"MIRUM","PRIORITY",0,2021,0
"328","NDA022128",2007-08-06,1,7,"MARAVIROC","TABLET;ORAL","SELZENTRY",1,"VIIV HLTHCARE","PRIORITY",0,2007,1
"329","NDA208984",2016-11-04,1,12,"MARAVIROC","SOLUTION;ORAL","SELZENTRY",1,"VIIV HLTHCARE","PRIORITY",NA,2016,1
"330","NDA215596",2021-11-23,1,7,"MARIBAVIR","TABLET;ORAL","LIVTENCITY",1,"TAKEDA PHARMS USA","PRIORITY",0,2021,0
"331","NDA214998",2022-04-28,1,7,"MAVACAMTEN","CAPSULE;ORAL","CAMZYOS",1,"BRISTOL","STANDARD",0,2022,0
"332","NDA218709",2024-04-26,1,7,"MAVORIXAFOR","CAPSULE;ORAL","XOLREMDI",1,"X4 PHARMS","PRIORITY",0,2024,0
"333","NDA209776",2017-08-29,1,8,"MEROPENEM; VABORBACTAM","POWDER;INTRAVENOUS","VABOMERE",1,"REMPEX","PRIORITY",0,2017,0
"334","NDA021964",2008-04-24,1,7,"METHYLNALTREXONE BROMIDE","SOLUTION;SUBCUTANEOUS","RELISTOR",1,"SALIX PHARMS","STANDARD",0,2008,0
"335","NDA208271",2016-07-19,1,12,"METHYLNALTREXONE BROMIDE","TABLET;ORAL","RELISTOR",1,"SALIX","STANDARD",NA,2016,0
"336","NDA207997",2017-04-28,1,7,"MIDOSTAURIN","CAPSULE;ORAL","RYDAPT",1,"NOVARTIS","PRIORITY",0,2017,1
"337","NDA208623",2018-08-10,1,7,"MIGALASTAT HYDROCHLORIDE","CAPSULE;ORAL","GALAFOLD",1,"AMICUS THERAP US","PRIORITY",0,2018,0
"338","NDA022256",2009-01-14,1,7,"MILNACIPRAN HYDROCHLORIDE","TABLET;ORAL","SAVELLA",1,"ABBVIE","STANDARD",0,2009,1
"339","NDA204684",2014-03-19,1,7,"MILTEFOSINE","CAPSULE;ORAL","IMPAVIDO",1,"KNIGHT THERAPS","PRIORITY",0,2014,0
"340","NDA203568",2013-01-29,1,7,"MIPOMERSEN SODIUM","SOLUTION;SUBCUTANEOUS","KYNAMRO",3,"KASTLE THERAPS LLC","STANDARD",0,2013,0
"341","NDA202611",2012-06-28,1,7,"MIRABEGRON","TABLET, EXTENDED RELEASE;ORAL","MYRBETRIQ",1,"APGDI","STANDARD",0,2012,1
"342","NDA213801",2021-03-25,1,12,"MIRABEGRON","FOR SUSPENSION, EXTENDED RELEASE;ORAL","MYRBETRIQ GRANULES",1,"APGDI","PRIORITY",NA,2021,1
"343","NDA216196",2022-02-17,1,7,"MITAPIVAT SULFATE","TABLET;ORAL","PYRUKYND",1,"AGIOS PHARMS INC","PRIORITY",0,2022,0
"344","NDA215310",2021-09-15,1,7,"MOBOCERTINIB SUCCINATE","CAPSULE;ORAL","EXKIVITY",3,"TAKEDA PHARMS USA","PRIORITY",0,2021,0
"345","NDA216873",2023-09-15,1,7,"MOMELOTINIB DIHYDROCHLORIDE","TABLET;ORAL","OJJAARA",1,"GLAXOSMITHKLINE","STANDARD",0,2023,0
"346","NDA217159",2023-09-08,1,7,"MOTIXAFORTIDE ACETATE","POWDER;SUBCUTANEOUS","APHEXDA",1,"BIOLINERX LTD","STANDARD",0,2023,0
"347","NDA210867",2018-06-13,1,7,"MOXIDECTIN","TABLET;ORAL","MOXIDECTIN",1,"MDGH","PRIORITY",0,2018,0
"348","NDA208854",2017-03-23,1,7,"NALDEMEDINE TOSYLATE","TABLET;ORAL","SYMPROIC",1,"BDSI","STANDARD",0,2017,0
"349","NDA204760",2014-09-16,1,7,"NALOXEGOL OXALATE","TABLET;ORAL","MOVANTIK",1,"VALINOR","STANDARD",0,2014,0
"350","NDA021742",2007-12-17,1,7,"NEBIVOLOL HYDROCHLORIDE","TABLET;ORAL","BYSTOLIC",1,"ALLERGAN","STANDARD",1,2007,1
"351","NDA215842",2023-09-29,1,7,"NEDOSIRAN SODIUM","SOLUTION;INJECTION","RIVFLOZA",1,"NOVO","STANDARD",0,2023,0
"352","NDA208051",2017-07-17,1,7,"NERATINIB MALEATE","TABLET;ORAL","NERLYNX",1,"PUMA BIOTECH","STANDARD",0,2017,0
"353","NDA208254",2017-12-18,1,7,"NETARSUDIL MESYLATE","SOLUTION/DROPS;OPHTHALMIC","RHOPRESSA",1,"ALCON LABS INC","STANDARD",1,2017,0
"354","NDA205718",2014-10-10,1,8,"NETUPITANT; PALONOSETRON HYDROCHLORIDE","CAPSULE;ORAL","AKYNZEO",1,"HELSINN HLTHCARE","STANDARD",0,2014,0
"355","NDA213464",2020-08-06,1,7,"NIFURTIMOX","TABLET;ORAL","LAMPIT",1,"BAYER HEALTHCARE","PRIORITY",0,2020,0
"356","NDA022068",2007-10-29,1,7,"NILOTINIB HYDROCHLORIDE","CAPSULE;ORAL","TASIGNA",1,"NOVARTIS","STANDARD",0,2007,1
"357","NDA205832",2014-10-15,1,7,"NINTEDANIB ESYLATE","CAPSULE;ORAL","OFEV",1,"BOEHRINGER INGELHEIM","PRIORITY",0,2014,0
"358","NDA208447",2017-03-27,1,7,"NIRAPARIB TOSYLATE","CAPSULE;ORAL","ZEJULA",3,"GLAXOSMITHKLINE","PRIORITY",1,2017,0
"359","NDA214876",2023-04-26,1,12,"NIRAPARIB TOSYLATE","TABLET;ORAL","ZEJULA",1,"GLAXOSMITHKLINE","STANDARD",NA,2023,0
"360","NDA217188",2023-05-25,1,7,"NIRMATRELVIR; RITONAVIR","TABLET;ORAL","PAXLOVID (COPACKAGED)",1,"PFIZER","PRIORITY",0,2023,0
"361","NDA217677",2023-11-27,1,7,"NIROGACESTAT HYDROBROMIDE","TABLET;ORAL","OGSIVEO",1,"SPRINGWORKS","PRIORITY",0,2023,0
"362","NDA209531",2016-12-23,1,7,"NUSINERSEN SODIUM","SOLUTION;INTRATHECAL","SPINRAZA",1,"BIOGEN IDEC","PRIORITY",0,2016,0
"363","NDA207999",2016-05-27,1,7,"OBETICHOLIC ACID","TABLET;ORAL","OCALIVA",1,"INTERCEPT PHARMS INC","PRIORITY",0,2016,1
"364","NDA215498",2021-07-20,1,7,"ODEVIXIBAT","CAPSULE;ORAL","BYLVAY",1,"IPSEN","PRIORITY",0,2021,0
"365","NDA215498",2021-07-20,1,7,"ODEVIXIBAT","CAPSULE, PELLETS;ORAL","BYLVAY",1,"IPSEN","PRIORITY",0,2021,0
"366","NDA206162",2014-12-19,1,7,"OLAPARIB","CAPSULE;ORAL","LYNPARZA",3,"ASTRAZENECA","PRIORITY",0,2014,0
"367","NDA208558",2017-08-17,1,12,"OLAPARIB","TABLET;ORAL","LYNPARZA",1,"ASTRAZENECA","PRIORITY",NA,2017,0
"368","NDA210730",2020-08-07,1,7,"OLICERIDINE","SOLUTION;INTRAVENOUS","OLINVYK",1,"TREVENA","STANDARD",0,2020,0
"369","NDA203108",2014-07-31,1,7,"OLODATEROL HYDROCHLORIDE","SPRAY, METERED;INHALATION","STRIVERDI RESPIMAT",1,"BOEHRINGER INGELHEIM","STANDARD",1,2014,0
"370","NDA215814",2022-12-01,1,7,"OLUTASIDENIB","CAPSULE;ORAL","REZLIDHIA",1,"RIGEL PHARMS INC","STANDARD",0,2022,0
"371","NDA203585",2012-10-26,1,7,"OMACETAXINE MEPESUCCINATE","POWDER;SUBCUTANEOUS","SYNRIBO",1,"TEVA PHARMS INTL","STANDARD",0,2012,0
"372","NDA209816",2018-10-02,1,7,"OMADACYCLINE TOSYLATE","TABLET;ORAL","NUZYRA",1,"PARATEK PHARMS INC","PRIORITY",0,2018,0
"373","NDA209817",2018-10-02,1,7,"OMADACYCLINE TOSYLATE","POWDER;INTRAVENOUS","NUZYRA",1,"PARATEK PHARMS INC","PRIORITY",0,2018,0
"374","NDA216718",2023-02-28,1,7,"OMAVELOXOLONE","CAPSULE;ORAL","SKYCLARYS",1,"REATA PHARMS","PRIORITY",0,2023,0
"375","NDA215092",2022-09-22,1,7,"OMIDENEPAG ISOPROPYL","SOLUTION;OPHTHALMIC","OMLONTI",3,"VISIOX PHARMA","STANDARD",0,2022,0
"376","NDA212489",2020-04-24,1,7,"OPICAPONE","CAPSULE;ORAL","ONGENTYS",1,"AMNEAL","STANDARD",0,2020,0
"377","NDA206334",2014-08-06,1,7,"ORITAVANCIN DIPHOSPHATE","POWDER;INTRAVENOUS","ORBACTIV",1,"MELINTA THERAP","PRIORITY",0,2014,0
"378","NDA214155",2021-03-12,1,15,"ORITAVANCIN DIPHOSPHATE","POWDER;INTRAVENOUS","KIMYRSA",1,"MELINTA THERAP","STANDARD",NA,2021,0
"379","NDA212801",2020-03-06,1,7,"OSILODROSTAT PHOSPHATE","TABLET;ORAL","ISTURISA",1,"RECORDATI RARE","STANDARD",0,2020,0
"380","NDA208065",2015-11-13,1,7,"OSIMERTINIB MESYLATE","TABLET;ORAL","TAGRISSO",1,"ASTRAZENECA","PRIORITY",0,2015,0
"381","NDA203505",2013-02-26,1,7,"OSPEMIFENE","TABLET;ORAL","OSPHENA",1,"DUCHESNAY","STANDARD",0,2013,1
"382","NDA215888",2022-04-26,1,7,"OTESECONAZOLE","CAPSULE;ORAL","VIVJOA",1,"MYCOVIA PHARMS","PRIORITY",0,2022,0
"383","NDA209899",2020-03-25,1,7,"OZANIMOD HYDROCHLORIDE","CAPSULE;ORAL","ZEPOSIA",1,"BRISTOL","STANDARD",0,2020,0
"384","NDA208945",2017-12-11,1,7,"OZENOXACIN","CREAM;TOPICAL","XEPI",1,"FERRER INTERNACIONAL","STANDARD",0,2017,0
"385","NDA208712",2022-02-28,1,7,"PACRITINIB CITRATE","CAPSULE;ORAL","VONJO",1,"CTI BIOPHARMA CORP","PRIORITY",0,2022,0
"386","NDA214907",2021-11-29,1,7,"PAFOLACIANINE SODIUM","SOLUTION;INTRAVENOUS","CYTALUX",1,"ON TARGET LABS","PRIORITY",0,2021,0
"387","NDA207103",2015-02-03,1,7,"PALBOCICLIB","CAPSULE;ORAL","IBRANCE",1,"PFIZER","PRIORITY",0,2015,0
"388","NDA212436",2019-11-01,1,12,"PALBOCICLIB","TABLET;ORAL","IBRANCE",1,"PFIZER","STANDARD",NA,2019,0
"389","NDA215559",2023-08-16,1,7,"PALOVAROTENE","CAPSULE;ORAL","SOHONOS",1,"IPSEN","PRIORITY",0,2023,0
"390","NDA205353",2015-02-23,1,7,"PANOBINOSTAT LACTATE","CAPSULE;ORAL","FARYDAK",3,"SECURA","PRIORITY",0,2015,0
"391","NDA200677",2012-12-14,1,7,"PASIREOTIDE DIASPARTATE","SOLUTION;SUBCUTANEOUS","SIGNIFOR",1,"RECORDATI RARE","STANDARD",0,2012,0
"392","NDA203255",2014-12-15,1,15,"PASIREOTIDE DIASPARTATE","FOR SUSPENSION;INTRAMUSCULAR","SIGNIFOR LAR KIT",1,"RECORDATI RARE","STANDARD",NA,2014,0
"393","NDA205739",2015-10-21,1,7,"PATIROMER SORBITEX CALCIUM","POWDER;ORAL","VELTASSA",1,"VIFOR PHARMA","STANDARD",0,2015,0
"394","NDA210922",2018-08-10,1,7,"PATISIRAN SODIUM","SOLUTION;INTRAVENOUS","ONPATTRO",1,"ALNYLAM PHARMS INC","PRIORITY",0,2018,0
"395","NDA022465",2009-10-19,1,7,"PAZOPANIB HYDROCHLORIDE","TABLET;ORAL","VOTRIENT",1,"NOVARTIS","STANDARD",0,2009,1
"396","NDA215014",2021-05-14,1,7,"PEGCETACOPLAN","SOLUTION;SUBCUTANEOUS","EMPAVELI",1,"APELLIS PHARMS","PRIORITY",0,2021,0
"397","NDA217171",2023-02-17,1,12,"PEGCETACOPLAN","SOLUTION;INTRAVITREAL","SYFOVRE",1,"APELLIS PHARMS","PRIORITY",NA,2023,0
"398","NDA202799",2012-03-27,1,7,"PEGINESATIDE ACETATE","SOLUTION;INTRAVENOUS, SUBCUTANEOUS","OMONTYS PRESERVATIVE FREE",3,"TAKEDA PHARMS USA","STANDARD",0,2012,0
"399","NDA214511",2024-04-17,1,7,"PEGULICIANINE","INJECTABLE;INJECTION","LUMISIGHT",1,"LUMICELL","PRIORITY",0,2024,0
"400","NDA214511",2024-04-17,1,7,"PEGULICIANINE ACETATE","POWDER;INTRAVENOUS","LUMISIGHT",1,"LUMICELL","PRIORITY",0,2024,0
"401","NDA213736",2020-04-17,1,7,"PEMIGATINIB","TABLET;ORAL","PEMAZYRE",1,"INCYTE CORP","PRIORITY",0,2020,0
"402","NDA206426",2014-12-19,1,7,"PERAMIVIR","SOLUTION;INTRAVENOUS","RAPIVAB",1,"BIOCRYST","STANDARD",0,2014,0
"403","NDA202834",2012-10-22,1,7,"PERAMPANEL","TABLET;ORAL","FYCOMPA",1,"CATALYST PHARMS","STANDARD",0,2012,0
"404","NDA208277",2016-04-29,1,12,"PERAMPANEL","SUSPENSION;ORAL","FYCOMPA",1,"CATALYST PHARMS","STANDARD",NA,2016,0
"405","NDA216675",2023-05-18,1,7,"PERFLUOROHEXYLOCTANE","SOLUTION/DROPS;OPHTHALMIC","MIEBO",1,"BAUSCH AND LOMB INC","STANDARD",0,2023,0
"406","NDA211810",2019-08-02,1,7,"PEXIDARTINIB HYDROCHLORIDE","CAPSULE;ORAL","TURALIO",1,"DAIICHI SANKYO INC","PRIORITY",0,2019,0
"407","NDA214793",2021-05-26,1,7,"PIFLUFOLASTAT F-18","SOLUTION;INTRAVENOUS","PYLARIFY",1,"PROGENICS PHARMS INC","PRIORITY",0,2021,0
"408","NDA207318",2016-04-29,1,7,"PIMAVANSERIN TARTRATE","TABLET;ORAL","NUPLAZID",1,"ACADIA PHARMS INC","PRIORITY",0,2016,1
"409","NDA210793",2018-06-28,1,12,"PIMAVANSERIN TARTRATE","CAPSULE;ORAL","NUPLAZID",1,"ACADIA PHARMS INC","STANDARD",NA,2018,1
"410","NDA022535",2014-10-15,1,7,"PIRFENIDONE","CAPSULE;ORAL","ESBRIET",1,"GENENTECH INC","PRIORITY",0,2014,1
"411","NDA208780",2017-01-11,1,12,"PIRFENIDONE","TABLET;ORAL","ESBRIET",1,"GENENTECH INC","STANDARD",NA,2017,1
"412","NDA216059",2023-01-27,1,7,"PIRTOBRUTINIB","TABLET;ORAL","JAYPIRCA",1,"LOXO ONCOL","PRIORITY",0,2023,0
"413","NDA022363",2009-08-03,1,7,"PITAVASTATIN CALCIUM","TABLET;ORAL","LIVALO",1,"KOWA CO","STANDARD",0,2009,1
"414","NDA211150",2019-08-14,1,7,"PITOLISANT HYDROCHLORIDE","TABLET;ORAL","WAKIX",1,"HARMONY","PRIORITY",0,2019,0
"415","NDA210303",2018-06-25,1,7,"PLAZOMICIN SULFATE","SOLUTION;INTRAVENOUS","ZEMDRI",1,"CIPLA USA","PRIORITY",0,2018,0
"416","NDA208745",2017-01-19,1,7,"PLECANATIDE","TABLET;ORAL","TRULANCE",1,"SALIX","STANDARD",0,2017,0
"417","NDA022311",2008-12-15,1,7,"PLERIXAFOR","SOLUTION;SUBCUTANEOUS","MOZOBIL",1,"GENZYME","PRIORITY",0,2008,1
"418","NDA021201",2010-03-30,1,7,"POLIDOCANOL","SOLUTION;INTRAVENOUS","ASCLERA",1,"CHEMISCH FBRK KRSSLR","STANDARD",0,2010,0
"419","NDA205098",2013-11-25,1,15,"POLIDOCANOL","SOLUTION;INTRAVENOUS","VARITHENA",1,"PROVENSIS","STANDARD",NA,2013,0
"420","NDA204026",2013-02-08,1,7,"POMALIDOMIDE","CAPSULE;ORAL","POMALYST",1,"BRISTOL","PRIORITY",0,2013,1
"421","NDA203469",2012-12-14,1,7,"PONATINIB HYDROCHLORIDE","TABLET;ORAL","ICLUSIG",1,"TAKEDA PHARMS USA","PRIORITY",0,2012,1
"422","NDA213498",2021-03-18,1,7,"PONESIMOD","TABLET;ORAL","PONVORY",1,"JANSSEN PHARMS","STANDARD",0,2021,0
"423","NDA022468",2009-09-24,1,7,"PRALATREXATE","SOLUTION;INTRAVENOUS","FOLOTYN",1,"ACROTECH BIOPHARMA","PRIORITY",0,2009,0
"424","NDA213721",2020-09-04,1,7,"PRALSETINIB","CAPSULE;ORAL","GAVRETO",1,"BLUEPRINT MEDICINES","PRIORITY",0,2020,0
"425","NDA022307",2009-07-10,1,7,"PRASUGREL HYDROCHLORIDE","TABLET;ORAL","EFFIENT",1,"COSETTE","PRIORITY",0,2009,1
"426","NDA212862",2019-08-14,1,7,"PRETOMANID","TABLET;ORAL","PRETOMANID",1,"MYLAN IRELAND LTD","PRIORITY",0,2019,0
"427","NDA210166",2018-12-14,1,7,"PRUCALOPRIDE SUCCINATE","TABLET;ORAL","MOTEGRITY",1,"TAKEDA PHARMS USA","STANDARD",0,2018,0
"428","NDA216993",2023-07-20,1,7,"QUIZARTINIB DIHYDROCHLORIDE","TABLET;ORAL","VANFLYTA",1,"DAIICHI SANKYO INC","PRIORITY",0,2023,0
"429","NDA203971",2013-05-15,1,7,"RADIUM RA-223 DICHLORIDE","SOLUTION;INTRAVENOUS","XOFIGO",1,"BAYER HLTHCARE","PRIORITY",0,2013,0
"430","NDA022145",2007-10-12,1,7,"RALTEGRAVIR POTASSIUM","TABLET;ORAL","ISENTRESS",1,"MSD SUB MERCK","PRIORITY",1,2007,0
"431","NDA203045",2011-12-21,1,12,"RALTEGRAVIR POTASSIUM","TABLET, CHEWABLE;ORAL","ISENTRESS",1,"MSD SUB MERCK","PRIORITY",NA,2011,0
"432","NDA205786",2013-12-20,1,12,"RALTEGRAVIR POTASSIUM","POWDER;ORAL","ISENTRESS",1,"MSD SUB MERCK","PRIORITY",NA,2013,0
"433","NDA022161",2008-04-10,1,7,"REGADENOSON","SOLUTION;INTRAVENOUS","LEXISCAN",1,"ASTELLAS","STANDARD",0,2008,1
"434","NDA203085",2012-09-27,1,7,"REGORAFENIB","TABLET;ORAL","STIVARGA",1,"BAYER HLTHCARE","PRIORITY",0,2012,0
"435","NDA214621",2020-12-18,1,7,"RELUGOLIX","TABLET;ORAL","ORGOVYX",1,"SUMITOMO PHARMA","PRIORITY",1,2020,0
"436","NDA214787",2020-10-22,1,7,"REMDESIVIR","SOLUTION;INTRAVENOUS","VEKLURY",1,"GILEAD SCIENCES INC","PRIORITY",0,2020,0
"437","NDA214787",2020-10-22,1,7,"REMDESIVIR","POWDER;INTRAVENOUS","VEKLURY",1,"GILEAD SCIENCES INC","PRIORITY",0,2020,0
"438","NDA212295",2020-07-02,1,7,"REMIMAZOLAM BESYLATE","POWDER;INTRAVENOUS","BYFAVO",1,"ACACIA","STANDARD",0,2020,0
"439","NDA218213",2023-11-15,1,7,"REPOTRECTINIB","CAPSULE;ORAL","AUGTYRO",1,"BRISTOL","PRIORITY",0,2023,0
"440","NDA217785",2024-03-14,1,7,"RESMETIROM","TABLET;ORAL","REZDIFFRA",1,"MADRIGAL","PRIORITY",0,2024,0
"441","NDA022055",2007-04-12,1,7,"RETAPAMULIN","OINTMENT;TOPICAL","ALTABAX",3,"ALMIRALL","STANDARD",0,2007,0
"442","NDA210598",2018-11-09,1,7,"REVEFENACIN","SOLUTION;INHALATION","YUPELRI",1,"MYLAN IRELAND LTD","STANDARD",0,2018,0
"443","NDA217417",2023-03-22,1,7,"REZAFUNGIN ACETATE","POWDER;INTRAVENOUS","REZZAYO",1,"CIDARA THERAPS","PRIORITY",0,2023,0
"444","NDA209092",2017-03-13,1,7,"RIBOCICLIB SUCCINATE","TABLET;ORAL","KISQALI",1,"NOVARTIS","PRIORITY",1,2017,0
"445","NDA210910",2018-11-16,1,7,"RIFAMYCIN SODIUM","TABLET, DELAYED RELEASE;ORAL","AEMCOLO",1,"REDHILL","PRIORITY",0,2018,0
"446","NDA202022",2011-05-20,1,7,"RILPIVIRINE HYDROCHLORIDE","TABLET;ORAL","EDURANT",1,"JANSSEN PRODS","STANDARD",3,2011,0
"447","NDA219016",2024-03-15,1,12,"RILPIVIRINE HYDROCHLORIDE","TABLET, FOR SUSPENSION;ORAL","EDURANT PED",1,"JANSSEN PRODS","PRIORITY",NA,2024,0
"448","NDA212728",2020-02-27,1,7,"RIMEGEPANT SULFATE","TABLET, ORALLY DISINTEGRATING;ORAL","NURTEC ODT",1,"PFIZER","PRIORITY",0,2020,0
"449","NDA204819",2013-10-08,1,7,"RIOCIGUAT","TABLET;ORAL","ADEMPAS",1,"BAYER HLTHCARE","STANDARD",0,2013,1
"450","NDA213973",2020-05-15,1,7,"RIPRETINIB","TABLET;ORAL","QINLOCK",1,"DECIPHERA PHARMS","PRIORITY",0,2020,0
"451","NDA213535",2020-08-07,1,7,"RISDIPLAM","FOR SOLUTION;ORAL","EVRYSDI",1,"GENENTECH INC","PRIORITY",0,2020,0
"452","NDA215830",2023-06-23,1,7,"RITLECITINIB TOSYLATE","CAPSULE;ORAL","LITFULO",1,"PFIZER","STANDARD",0,2023,0
"453","NDA022406",2011-07-01,1,7,"RIVAROXABAN","TABLET;ORAL","XARELTO",1,"JANSSEN PHARMS","STANDARD",0,2011,0
"454","NDA215859",2021-12-20,1,12,"RIVAROXABAN","FOR SUSPENSION;ORAL","XARELTO",1,"JANSSEN PHARMS","PRIORITY",NA,2021,0
"455","NDA022522",2011-02-28,1,7,"ROFLUMILAST","TABLET;ORAL","DALIRESP",1,"ASTRAZENECA","STANDARD",0,2011,1
"456","NDA215985",2022-07-29,1,12,"ROFLUMILAST","CREAM;TOPICAL","ZORYVE",1,"ARCUTIS","STANDARD",NA,2022,1
"457","NDA217242",2023-12-15,1,13,"ROFLUMILAST","FOAM;TOPICAL","ZORYVE",1,"ARCUTIS","STANDARD",NA,2023,1
"458","NDA206500",2015-09-01,1,7,"ROLAPITANT HYDROCHLORIDE","TABLET;ORAL","VARUBI",1,"TERSERA","STANDARD",0,2015,0
"459","NDA208399",2017-10-25,1,12,"ROLAPITANT HYDROCHLORIDE","EMULSION;INTRAVENOUS","VARUBI",3,"TERSERA","STANDARD",NA,2017,0
"460","NDA022393",2009-11-05,1,7,"ROMIDEPSIN","POWDER;INTRAVENOUS","ISTODAX",1,"BRISTOL-MYERS","STANDARD",0,2009,1
"461","NDA208574",2020-03-13,1,15,"ROMIDEPSIN","SOLUTION;INTRAVENOUS","ROMIDEPSIN",3,"TEVA PHARMS USA INC","STANDARD",NA,2020,1
"462","NDA021829",2007-05-09,1,7,"ROTIGOTINE","FILM, EXTENDED RELEASE;TRANSDERMAL","NEUPRO",1,"UCB INC","STANDARD",0,2007,0
"463","NDA209115",2016-12-19,1,7,"RUCAPARIB CAMSYLATE","TABLET;ORAL","RUBRACA",1,"ZR PHARMA","PRIORITY",0,2016,0
"464","NDA021911",2008-11-14,1,7,"RUFINAMIDE","TABLET;ORAL","BANZEL",1,"EISAI INC","STANDARD",0,2008,1
"465","NDA201367",2011-03-03,1,12,"RUFINAMIDE","SUSPENSION;ORAL","BANZEL",1,"EISAI INC","STANDARD",NA,2011,1
"466","NDA202192",2011-11-16,1,7,"RUXOLITINIB PHOSPHATE","TABLET;ORAL","JAKAFI",1,"INCYTE CORP","PRIORITY",0,2011,0
"467","NDA207620",2015-07-07,1,8,"SACUBITRIL; VALSARTAN","TABLET;ORAL","ENTRESTO",1,"NOVARTIS PHARMS CORP","PRIORITY",0,2015,1
"468","NDA218591",2024-04-12,1,12,"SACUBITRIL; VALSARTAN","CAPSULE, PELLETS;ORAL","ENTRESTO SPRINKLE",1,"NOVARTIS","STANDARD",NA,2024,1
"469","NDA207145",2017-03-21,1,7,"SAFINAMIDE MESYLATE","TABLET;ORAL","XADAGO",1,"MDD US","STANDARD",0,2017,1
"470","NDA022181",2007-12-13,1,7,"SAPROPTERIN DIHYDROCHLORIDE","TABLET;ORAL","KUVAN",1,"BIOMARIN PHARM","PRIORITY",0,2007,1
"471","NDA205065",2013-12-19,1,12,"SAPROPTERIN DIHYDROCHLORIDE","POWDER;ORAL","KUVAN",1,"BIOMARIN PHARM","STANDARD",NA,2013,1
"472","NDA209521",2018-10-01,1,7,"SARECYCLINE HYDROCHLORIDE","TABLET;ORAL","SEYSARA",1,"ALMIRALL","STANDARD",0,2018,0
"473","NDA022350",2009-07-31,1,7,"SAXAGLIPTIN HYDROCHLORIDE","TABLET;ORAL","ONGLYZA",3,"ASTRAZENECA AB","STANDARD",3,2009,1
"474","NDA209363",2017-09-15,1,7,"SECNIDAZOLE","GRANULE;ORAL","SOLOSEC",1,"LUPIN","PRIORITY",0,2017,0
"475","NDA207947",2015-12-21,1,7,"SELEXIPAG","TABLET;ORAL","UPTRAVI",1,"ACTELION","STANDARD",0,2015,1
"476","NDA214275",2021-07-29,1,12,"SELEXIPAG","POWDER;INTRAVENOUS","UPTRAVI",1,"ACTELION","STANDARD",NA,2021,1
"477","NDA212306",2019-07-03,1,7,"SELINEXOR","TABLET;ORAL","XPOVIO",1,"KARYOPHARM THERAPS","PRIORITY",0,2019,0
"478","NDA213246",2020-05-08,1,7,"SELPERCATINIB","CAPSULE;ORAL","RETEVMO",1,"LOXO ONCOL ELI LILLY","PRIORITY",0,2020,0
"479","NDA218160",2024-04-10,1,12,"SELPERCATINIB","TABLET;ORAL","RETEVMO",1,"LOXO ONCOL ELI LILLY","STANDARD",NA,2024,0
"480","NDA213756",2020-04-10,1,7,"SELUMETINIB SULFATE","CAPSULE;ORAL","KOSELUGO",1,"ASTRAZENECA","PRIORITY",0,2020,0
"481","NDA209637",2017-12-05,1,7,"SEMAGLUTIDE","SOLUTION;SUBCUTANEOUS","OZEMPIC",1,"NOVO","STANDARD",0,2017,0
"482","NDA213051",2019-09-20,1,12,"SEMAGLUTIDE","TABLET;ORAL","RYBELSUS",1,"NOVO","PRIORITY",NA,2019,0
"483","NDA213793",2020-11-25,1,7,"SETMELANOTIDE ACETATE","SOLUTION;SUBCUTANEOUS","IMCIVREE",1,"RHYTHM","PRIORITY",0,2020,0
"484","NDA022206",2008-10-08,1,7,"SILODOSIN","CAPSULE;ORAL","RAPAFLO",1,"ALLERGAN","STANDARD",0,2008,1
"485","NDA205123",2013-11-22,1,7,"SIMEPREVIR SODIUM","CAPSULE;ORAL","OLYSIO",3,"JANSSEN PRODS","PRIORITY",0,2013,0
"486","NDA209884",2019-03-26,1,7,"SIPONIMOD","TABLET;ORAL","MAYZENT",1,"NOVARTIS","PRIORITY",0,2019,0
"487","NDA216660",2022-09-29,1,7,"SODIUM PHENYLBUTYRATE; TAURURSODIOL","FOR SUSPENSION;ORAL","RELYVRIO",1,"AMYLYX","PRIORITY",0,2022,0
"488","NDA207078",2018-05-18,1,7,"SODIUM ZIRCONIUM CYCLOSILICATE","FOR SUSPENSION;ORAL","LOKELMA",1,"ASTRAZENECA","STANDARD",0,2018,0
"489","NDA204671",2013-12-06,1,7,"SOFOSBUVIR","TABLET;ORAL","SOVALDI",1,"GILEAD SCIENCES INC","PRIORITY",0,2013,1
"490","NDA212480",2019-08-28,1,12,"SOFOSBUVIR","PELLETS;ORAL","SOVALDI",1,"GILEAD SCIENCES INC","PRIORITY",NA,2019,1
"491","NDA208341",2016-06-28,1,8,"SOFOSBUVIR; VELPATASVIR","TABLET;ORAL","EPCLUSA",1,"GILEAD SCIENCES INC","PRIORITY",0,2016,0
"492","NDA214187",2021-06-10,1,12,"SOFOSBUVIR; VELPATASVIR","PELLETS;ORAL","EPCLUSA",1,"GILEAD SCIENCES INC","PRIORITY",NA,2021,0
"493","NDA209195",2017-07-18,1,8,"SOFOSBUVIR; VELPATASVIR; VOXILAPREVIR","TABLET;ORAL","VOSEVI",1,"GILEAD SCIENCES INC","PRIORITY",0,2017,0
